id_modismo,modismo,significado,image
SINGLE_0707,caminada,"Recorrido largo y extenuante, que se hace a pie.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caminada.png
SINGLE_0708,caminarle,a alguien o a algo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caminarle.png
SINGLE_0709,camionado,Cantidad de carga que tiene un camión.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_camionado.png
SINGLE_0710,camisa,"Prenda para dormir, holgada, que cubre el cuerpo y llega hasta abajo de la rodilla.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_camisa.png
SINGLE_0711,camonina,"- Trampa o engaño.
- Lo que se repite con una insistencia que molesta, fastidia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_camonina.png
SINGLE_0712,camostre,Mujer fea.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_camostre.png
SINGLE_0713,campechana,Hamaca hecha con tiras de cuero.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_campechana.png
SINGLE_0714,campeche,Persona que vive en el campo y realiza las labores propias de él.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_campeche.png
SINGLE_0715,cana,"- cárcel
- Cárcel.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cana.png
SINGLE_0716,canaguay,"dicho del gallo de pelea, de color blanco y canela",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canaguay.png
SINGLE_0717,canalear,Cambiar varias veces de canal de televisión con el control.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canalear.png
SINGLE_0718,canalero,"Referido a una persona, que acostumbra aprovecharse de los demás.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canalero.png
SINGLE_0719,canalete,Remo con el que se impulsan las embarcaciones tradicionales.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canalete.png
SINGLE_0720,canalón,"- Técnica usada para la extracción de minerales, que consiste en limpiar el material sacado con el agua almacenada en piscinas artificiales, a través del recorrido que hace por un canal para que se sedimente el mineral.
- En la minería, canal de madera o metal que sirve para separar los desechos del mineral.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canal%C3%B3n.png
SINGLE_0721,cananguchal,"Terreno pantanoso que no se deseca en ninguna época del año y que tiene abundante vegetación, especialmente palmas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cananguchal.png
SINGLE_0722,canar,Blanquearse el cabello de una persona.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canar.png
SINGLE_0723,canastear,coquetear con las empleadas del servicio doméstico,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canastear.png
SINGLE_0724,cancanear,"Tartamudear, hablar con pronunciación entrecortada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cancanear.png
SINGLE_0725,cancaneo,Tartamudeo.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cancaneo.png
SINGLE_0726,cancaniar,gastar el dinero en forma ostentosa,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cancaniar.png
SINGLE_0727,cancañá,Clavícula.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canca%C3%B1%C3%A1.png
SINGLE_0728,cancharina,"Golosina en polvo de maíz tostado y molido con leche en polvo y azúcar, que se consume principalmente en horas de la tarde.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cancharina.png
SINGLE_0729,canchero,"Referido a una persona, con mucha habilidad para alguna tarea.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canchero.png
SINGLE_0730,canchoso,"Referido a un perro, que no es de raza.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canchoso.png
SINGLE_0731,candelear,"- acompañar a otro en coqueteos o amoríos
- embriagarse, achisparse",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_candelear.png
SINGLE_0732,candidatizar,Proponer a alguien en un concurso o en una contienda electoral.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_candidatizar.png
SINGLE_0733,candonga,Arete en forma de aro.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_candonga.png
SINGLE_0734,canela,"fuerza, vigor, valentía",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canela.png
SINGLE_0735,canelazo,"Bebida hecha con aguardiente, agua de panela y canela.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canelazo.png
SINGLE_0736,canequero,"Referido a un perro o a un gato domésticos, que le gusta comer basura de la calle.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canequero.png
SINGLE_0737,caney,"- En la cultura cuna y embera, vivienda o centro ceremonial construída sobre pilotes a una altura de dos metros, generalmente sin paredes, piso de esterilla y techo de palma.
- Vivienda hecha de palma sin paredes, sostenida en pilotes de madera y un espacio para guardar alimentos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caney.png
SINGLE_0738,cangle,trozo de tallo,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cangle.png
SINGLE_0739,canilla,"- espinilla, parte anterior de la pierna
- Llave que va al final de una tubería para regular el paso del líquido que circula por ella.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canilla.png
SINGLE_0740,canillera,Pieza de tela y cuero que protege las espinillas en los deportes y algunos trabajos que lo requieren.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canillera.png
SINGLE_0741,canillero,"puntapié dado o recibido en las canillas, especialmente en el juego de fútbol",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canillero.png
SINGLE_0742,canillón,"Referido a una persona, que tiene las piernas largas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canill%C3%B3n.png
SINGLE_0743,canoa,"- Buscar comida gratis en alguna parte o a costa de alguien.
- especie de artesa o cajón de forma oblonga que sirve para dar de comer a los animales, también tiene otros usos
- Dar un hombre indicios de homosexualidad.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canoa.png
SINGLE_0744,canoera,"Especie de ducto ubicado bajo el tejado, que recoge y conduce el agua lluvia hacia el sistema de alcantarillado.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canoera.png
SINGLE_0745,canopy,"Deporte y pasatiempo ecológico que consiste en atravesar cañones y corrientes de agua, colgando de un cable de acero sujeto de dos árboles o de estructuras metálicas a lado y lado del paso.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_canopy.png
SINGLE_0746,cansón,"Referido a una persona o a algo, necia, que molesta mucho.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cans%C3%B3n.png
SINGLE_0747,cantaleta,"Lo que se repite con una insistencia que molesta, fastidia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cantaleta.png
SINGLE_0748,cantaletear,"Regañar de forma insistente a una persona, hasta causarle molestia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cantaletear.png
SINGLE_0749,cantaletoso,"Referido a una persona, que repite con insistencia algo que fastidia.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cantaletoso.png
SINGLE_0750,cantarilla,"Rifa de objetos, generalmente, de poco valor que se hace pregonando por la calle.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cantarilla.png
SINGLE_0751,cantúa,"Mujer voluptuosa, de caderas anchas y grandes glúteos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cant%C3%BAa.png
SINGLE_0752,capacho,"Envoltorio de algunos frutos como el coco, la uchuva o el maíz.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capacho.png
SINGLE_0753,capada,Castración de un hombre o animal macho.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capada.png
SINGLE_0754,capamicos,"tunante, pícaro, hábil por sus mañas y resabios",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capamicos.png
SINGLE_0755,capar,faltar a clase los estudiantes,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capar.png
SINGLE_0756,capar clase,Dejar de asistir deliberadamente a una sesión académica en el colegio o la universidad.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capar_clase.png
SINGLE_0757,capear,llamar de lejos con la mano a una persona,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capear.png
SINGLE_0758,capellanía,servidumbre,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capellan%C3%ADa.png
SINGLE_0759,caperuza,"- en las lámparas de querosene, tejido sedoso en forma de un pequeño globo o bolsita que funciona como mecha y produce la luz al ponerse incandescente
- En las lámparas de combustible líquido y en otros aparatos de alumbrado, globo incandescente o cubierta que produce o regula la fuente luminosa.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caperuza.png
SINGLE_0760,capisayo,"Ruana alargada, típica de los pueblos indígenas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capisayo.png
SINGLE_0761,capo,Persona que es líder en un equipo o en una actividad.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capo.png
SINGLE_0762,caponearse,"henderse algo, agrietarse, por ejemplo, una pared",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caponearse.png
SINGLE_0763,caporo,Macho de la iguana.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caporo.png
SINGLE_0764,capote,"capa superior del suelo, muy fértil, ya que está formada por la descomposición de materias orgánicas",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capote.png
SINGLE_0765,capotear,"carear, hacer picar los gallos de riña por otro que se lleva en las manos, para adiestrarlos y para probar su bravura",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capotear.png
SINGLE_0766,capotera,"bolsa o talega de viaje hecha de cuerdas, generalmente de fique, cuyos extremos se cierran con cuerdas que se atan para facilitar su transporte en la espalda o al hombro",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capotera.png
SINGLE_0767,capri,Pantalón de mujer que llega hasta la pantorrilla.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capri.png
SINGLE_0768,capul,Porción de cabello que cae sobre el rostro formando una línea recta paralela a las cejas.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_capul.png
SINGLE_0769,caquear,robar cosas de poco valor,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caquear.png
SINGLE_0770,carabina,mezcla de dos bebidas alcohólicas o de una bebida alcohólica con gaseosa,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carabina.png
SINGLE_0771,carabinero,Miembro de la policía uniformada que presta su servicio de guardia montado a caballo y especialmente en sectores rurales.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carabinero.png
SINGLE_0772,carachento,"- que padece de carate o de alguna enfermedad cutánea semejante
- Referido a una persona, que sufre de sarna.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carachento.png
SINGLE_0773,caracho,"indica asombro, sorpresa",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caracho.png
SINGLE_0774,carachoso,que padece de carate o alguna enfermedad cutánea,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carachoso.png
SINGLE_0775,caradenalga,persona de cara grande,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caradenalga.png
SINGLE_0776,carajada,Algo sin importancia.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carajada.png
SINGLE_0777,carajear,usar la voz,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carajear.png
SINGLE_0778,carajito,"- Persona inmadura y descortés.
- Niño que no ha cumplido siete años.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carajito.png
SINGLE_0779,carajo,"En una conversación, persona a la que no se nombra para menospreciarla o desvalorizarla.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carajo.png
SINGLE_0780,caramañola,Botella de material plástico que los ciclistas llevan en su bicicleta con los líquidos para su hidratación.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carama%C3%B1ola.png
SINGLE_0781,carameleo,Engaño que se hace a alguien para no resolver o dilatar un asunto.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carameleo.png
SINGLE_0782,caramelita,"Colación hecha de maicena, panela, leche y huevos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caramelita.png
SINGLE_0783,caranga,"Chinche, insecto parásito de color rojo oscuro que chupa la sangre produciendo picaduras irritantes.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caranga.png
SINGLE_0784,carantanta,Costra que se forma en las paredes de la paila o de la olla al cocer el maíz.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carantanta.png
SINGLE_0785,carapacho,"Restos mortales de los animales, especialmente el esqueleto y el cuero que se desecan al sol.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carapacho.png
SINGLE_0786,caratejo,"Referido a una persona, que sufre de carate o de una enfermedad epidérmica similar.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caratejo.png
SINGLE_0787,caraza,desvergüenza,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caraza.png
SINGLE_0788,carbonera,mina de hulla,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carbonera.png
SINGLE_0789,carbón,"- Enfermedad infecciosa que ataca al ganado y provoca la inflamación de los músculos y mortalidad elevada.
- carbunco, enfermedad contagiosa del ganado",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carb%C3%B3n.png
SINGLE_0790,carcacha,"Automóvil viejo, deteriorado y que funciona mal.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carcacha.png
SINGLE_0791,carcamán,"Referido a una persona, grande.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carcam%C3%A1n.png
SINGLE_0792,carear,"- Enfrentar a dos gallos, sujetándolos con las manos como forma de entrenamiento, para ver la capacidad de pelea.
- Incitar a dos personas para que peleen.
- enfrentar dos gallos de pelea sujetándolos entre las manos",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carear.png
SINGLE_0793,carenalga,persona de cara grande,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carenalga.png
SINGLE_0794,careo,"Prueba de la capacidad de combate de dos gallos de pelea, que se hace enfrentándolos mientras dos personas los mantienen sujetos con las manos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_careo.png
SINGLE_0795,cargada,"Referido a un animal hembra, preñada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cargada.png
SINGLE_0796,cargaderas,tirantas,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cargaderas.png
SINGLE_0797,cargar con los motetes,irse de un lugar generalmente por alguna razón negativa,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cargar_con_los_motetes.png
SINGLE_0798,cargazón,"mercancía de clase inferior, de mala calidad",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cargaz%C3%B3n.png
SINGLE_0799,cari,"Referido a un animal, que pertenece al sexo masculino.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cari.png
SINGLE_0800,cariagrio,que tiene cara de enfado o de cólera,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cariagrio.png
SINGLE_0801,caricontento,que está risueño,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caricontento.png
SINGLE_0802,cariliso,"Referido a una persona, desvergonzada, descarada, o que es negligente en su actuar.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cariliso.png
SINGLE_0803,carioco,"- Espuma que se emplea para los juegos de Carnaval de Negros y Blancos.
- Referido a un gallo o gallina, que no tiene plumas en el cuello.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carioco.png
SINGLE_0804,caripambo,"Referido a una persona, que tiene la cara aplanada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caripambo.png
SINGLE_0805,caripelado,"- persona de poca importancia
- adolescente",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caripelado.png
SINGLE_0806,carisellazo,"- Lanzamiento de una moneda a cara o sello para decidir aleatoriamente un asunto o el curso de una acción.
- Decisión tomada al azar, sin plena certeza.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carisellazo.png
SINGLE_0807,carisello,lanzamiento de una moneda al aire para someter una decisión al azar,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carisello.png
SINGLE_0808,carisina,Mujer que no es hábil para la preparación de alimentos.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carisina.png
SINGLE_0809,caritriste,taciturno o melancólico,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_caritriste.png
SINGLE_0810,cariñito,"- obsequio o regalo de poco valor
- Regalo o invitación que se hace a alguien como muestra de gratitud o afecto.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_cari%C3%B1ito.png
SINGLE_0811,carnavalear,Asistir y divertirse en el carnaval.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carnavalear.png
SINGLE_0812,carpetón,"Referido a una persona, que tiene las orejas grandes y largas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carpet%C3%B3n.png
SINGLE_0813,carraca,Mandíbula o quijada.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carraca.png
SINGLE_0814,carramanchel,Cobertizo pequeño para resguardarse de la lluvia o el sol.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carramanchel.png
SINGLE_0815,carramañudo,"Referido a una persona, muy delgada.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carrama%C3%B1udo.png
SINGLE_0816,carramán,"Referido a un animal o persona, costillas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carram%C3%A1n.png
SINGLE_0817,carranchil,enfermedad cutánea caracterizada por un fuerte escozor,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranchil.png
SINGLE_0818,carranchiloso,que sufre de carranchil,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranchiloso.png
SINGLE_0819,carranchoso,"de genio receloso, hosco",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranchoso.png
SINGLE_0820,carranchín,"Afección contagiosa de la piel, provocada por un ácaro que produce enrojecimiento y comezón.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranch%C3%ADn.png
SINGLE_0821,carrancio,"Muñeco grande elaborado con ropa y accesorios viejos, relleno de papel o aserrín y pólvora, que personifica lo negativo y que se quema en la noche del 31 de diciembre para celebrar la culminación del año.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carrancio.png
SINGLE_0822,carrandanga,"Gran cantidad de personas, animales o cosas.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carrandanga.png
SINGLE_0823,carranga,"Cádaver de un animal que muere por enfermedad, vejez o accidente y cuyo cuerpo se vendía para hacer embutidos.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranga.png
SINGLE_0824,carranguero,Intérprete o cantante de música carranguera.,https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carranguero.png
SINGLE_0825,carraquear,"Producir ruido con los dientes, abriendo y cerrando la mandíbula rápidamente, a causa del frío o del miedo.",https://raw.githubusercontent.com/MariaaPinzon/ImagesEvaluatingMLLM/refs/heads/main/GPT/IdiomsSingleImage/singleImage_carraquear.png
